;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 31/08/2020 15:41:34
;----------------------------------------------

;Address Opcode 	ASM
0x058C	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1274 :: 		
0x058E	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1275 :: 		
0x0590	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1277 :: 		
0x0592	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1278 :: 		
0x0594	0xF002EFD2  	GOTO        MUL32OK
;__Lib_MathDouble.c,1279 :: 		
0x0598	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,1280 :: 		
0x059A	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,1281 :: 		
0x059C	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,1282 :: 		
0x059E	0x4A03      	INFSNZ      R3, 1, 0
;__Lib_MathDouble.c,1283 :: 		
0x05A0	0xF002EFDB  	GOTO        MULJPSETFOV32
;__Lib_MathDouble.c,1285 :: 		
MUL32OK:
;__Lib_MathDouble.c,1286 :: 		
0x05A4	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,1287 :: 		
0x05A6	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,1289 :: 		
0x05A8	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1290 :: 		
0x05AA	0xF002EFE1  	GOTO        MULEEE
;__Lib_MathDouble.c,1291 :: 		
MULJPRES032:
;__Lib_MathDouble.c,1292 :: 		
0x05AE	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1295 :: 		
0x05B0	0xDF0C      	RCALL       _RES032
;__Lib_MathDouble.c,1297 :: 		
0x05B2	0xF002EFE1  	GOTO        MULEEE
;__Lib_MathDouble.c,1298 :: 		
MULJPSETFOV32:
;__Lib_MathDouble.c,1299 :: 		
0x05B6	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,1302 :: 		
0x05B8	0xDEFC      	RCALL       _SETFOV32
;__Lib_MathDouble.c,1304 :: 		
0x05BA	0xF002EFE1  	GOTO        MULEEE
;__Lib_MathDouble.c,1305 :: 		
MULJPSETFUN32:
;__Lib_MathDouble.c,1306 :: 		
0x05BE	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,1309 :: 		
0x05C0	0xDF0F      	RCALL       _SETFUN32
;__Lib_MathDouble.c,1311 :: 		
MULEEE:
;__Lib_MathDouble.c,1318 :: 		
L_end_Mul_32x32_FP:
0x05C2	0x0012      	RETURN      0
; end of _Mul_32x32_FP
_SETFDZ32:
;__Lib_MathDouble.c,106 :: 		
;__Lib_MathDouble.c,110 :: 		
0x05C4	0x6A0B      	CLRF        R11, 0
;__Lib_MathDouble.c,111 :: 		
0x05C6	0x860B      	BSF         R11, 3, 0
;__Lib_MathDouble.c,112 :: 		
0x05C8	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,114 :: 		
L_end_SETFDZ32:
0x05CA	0x0012      	RETURN      0
; end of _SETFDZ32
_Compare_Double:
;__Lib_MathDouble.c,2518 :: 		
;__Lib_MathDouble.c,2529 :: 		
0x05CC	0x6A0A      	CLRF        R10, 0
;__Lib_MathDouble.c,2530 :: 		
0x05CE	0x5003      	MOVF        R3, 0, 0
;__Lib_MathDouble.c,2531 :: 		
0x05D0	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,2532 :: 		
0x05D2	0x800A      	BSF         R10, 0, 0
;__Lib_MathDouble.c,2533 :: 		
0x05D4	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,2534 :: 		
0x05D6	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,2535 :: 		
0x05D8	0x820A      	BSF         R10, 1, 0
;__Lib_MathDouble.c,2537 :: 		
0x05DA	0x500A      	MOVF        R10, 0, 0
;__Lib_MathDouble.c,2538 :: 		
0x05DC	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2539 :: 		
0x05DE	0xF003EF49  	GOTO        COMPARE_EQU
;__Lib_MathDouble.c,2540 :: 		
0x05E2	0x0A03      	XORLW       3
;__Lib_MathDouble.c,2541 :: 		
0x05E4	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2542 :: 		
0x05E6	0xF003EF02  	GOTO        COMPARE_NOTZERO
;__Lib_MathDouble.c,2544 :: 		
0x05EA	0xB00A      	BTFSC       R10, 0, 0
;__Lib_MathDouble.c,2545 :: 		
0x05EC	0xF002EFFD  	GOTO        COMPARE_XNOTZERO
;__Lib_MathDouble.c,2547 :: 		
0x05F0	0xAE06      	BTFSS       R6, 7, 0
;__Lib_MathDouble.c,2548 :: 		
0x05F2	0xF003EF47  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2549 :: 		
0x05F6	0xF003EF45  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2550 :: 		
COMPARE_XNOTZERO:
;__Lib_MathDouble.c,2551 :: 		
0x05FA	0xAE02      	BTFSS       R2, 7, 0
;__Lib_MathDouble.c,2552 :: 		
0x05FC	0xF003EF45  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2553 :: 		
0x0600	0xF003EF47  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2555 :: 		
COMPARE_NOTZERO:
;__Lib_MathDouble.c,2556 :: 		
0x0604	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,2557 :: 		
0x0606	0x0B80      	ANDLW       128
;__Lib_MathDouble.c,2558 :: 		
0x0608	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,2559 :: 		
0x060A	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,2561 :: 		
0x060C	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,2562 :: 		
0x060E	0x0B80      	ANDLW       128
;__Lib_MathDouble.c,2563 :: 		
0x0610	0x9E06      	BCF         R6, 7, 0
;__Lib_MathDouble.c,2565 :: 		
0x0612	0x180A      	XORWF       R10, 0, 0
;__Lib_MathDouble.c,2566 :: 		
0x0614	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2567 :: 		
0x0616	0xF003EF13  	GOTO        COMPARE_TESTALL
;__Lib_MathDouble.c,2569 :: 		
0x061A	0x500A      	MOVF        R10, 0, 0
;__Lib_MathDouble.c,2570 :: 		
0x061C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2571 :: 		
0x061E	0xF003EF45  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2572 :: 		
0x0622	0xF003EF47  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2574 :: 		
COMPARE_TESTALL:
;__Lib_MathDouble.c,2575 :: 		
0x0626	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,2576 :: 		
0x0628	0x5C03      	SUBWF       R3, 0, 0
;__Lib_MathDouble.c,2577 :: 		
0x062A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2578 :: 		
0x062C	0xF003EF1D  	GOTO        COMPARE_C1
;__Lib_MathDouble.c,2579 :: 		
0x0630	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,2580 :: 		
0x0632	0xF003EF39  	GOTO        GT_FALSE
;__Lib_MathDouble.c,2581 :: 		
0x0636	0xF003EF3F  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2582 :: 		
COMPARE_C1:
;__Lib_MathDouble.c,2583 :: 		
0x063A	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,2584 :: 		
0x063C	0x5C02      	SUBWF       R2, 0, 0
;__Lib_MathDouble.c,2585 :: 		
0x063E	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2586 :: 		
0x0640	0xF003EF27  	GOTO        COMPARE_C2
;__Lib_MathDouble.c,2587 :: 		
0x0644	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,2588 :: 		
0x0646	0xF003EF39  	GOTO        GT_FALSE
;__Lib_MathDouble.c,2589 :: 		
0x064A	0xF003EF3F  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2590 :: 		
COMPARE_C2:
;__Lib_MathDouble.c,2591 :: 		
0x064E	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,2592 :: 		
0x0650	0x5C01      	SUBWF       R1, 0, 0
;__Lib_MathDouble.c,2593 :: 		
0x0652	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2594 :: 		
0x0654	0xF003EF31  	GOTO        COMPARE_C3
;__Lib_MathDouble.c,2595 :: 		
0x0658	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,2596 :: 		
0x065A	0xF003EF39  	GOTO        GT_FALSE
;__Lib_MathDouble.c,2597 :: 		
0x065E	0xF003EF3F  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2598 :: 		
COMPARE_C3:
;__Lib_MathDouble.c,2599 :: 		
0x0662	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,2600 :: 		
0x0664	0x5C00      	SUBWF       R0, 0, 0
;__Lib_MathDouble.c,2601 :: 		
0x0666	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2602 :: 		
0x0668	0xF003EF49  	GOTO        COMPARE_EQU
;__Lib_MathDouble.c,2603 :: 		
0x066C	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,2604 :: 		
0x066E	0xF003EF3F  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2606 :: 		
GT_FALSE:
;__Lib_MathDouble.c,2607 :: 		
0x0672	0x520A      	MOVF        R10, 1, 0
;__Lib_MathDouble.c,2608 :: 		
0x0674	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2609 :: 		
0x0676	0xF003EF47  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2610 :: 		
0x067A	0xF003EF45  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2611 :: 		
GT_TRUE:
;__Lib_MathDouble.c,2612 :: 		
0x067E	0x520A      	MOVF        R10, 1, 0
;__Lib_MathDouble.c,2613 :: 		
0x0680	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2614 :: 		
0x0682	0xF003EF45  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2615 :: 		
0x0686	0xF003EF47  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2617 :: 		
COMPARE_GT:
;__Lib_MathDouble.c,2620 :: 		
0x068A	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,2621 :: 		
0x068C	0x0012      	RETURN      0
;__Lib_MathDouble.c,2622 :: 		
COMPARE_LT:
;__Lib_MathDouble.c,2625 :: 		
0x068E	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,2626 :: 		
0x0690	0x0012      	RETURN      0
;__Lib_MathDouble.c,2627 :: 		
COMPARE_EQU:
;__Lib_MathDouble.c,2630 :: 		
0x0692	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,2631 :: 		
0x0694	0x84D8      	BSF         STATUS, 2, 0
;__Lib_MathDouble.c,2632 :: 		
0x0696	0x0012      	RETURN      0
;__Lib_MathDouble.c,2634 :: 		
L_end_Compare_Double:
0x0698	0x0012      	RETURN      0
; end of _Compare_Double
_Div_16X16_U:
;__Lib_Math.c,102 :: 		
;__Lib_Math.c,109 :: 		
0x069A	0x6A08      	CLRF        R8, 0
;__Lib_Math.c,110 :: 		
0x069C	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,111 :: 		
0x069E	0x0E10      	MOVLW       16
;__Lib_Math.c,112 :: 		
0x06A0	0x6E0C      	MOVWF       R12, 0
;__Lib_Math.c,113 :: 		
0x06A2	0x3401      	RLCF        R1, 0, 0
;__Lib_Math.c,114 :: 		
0x06A4	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,115 :: 		
0x06A6	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,116 :: 		
0x06A8	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,117 :: 		
0x06AA	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,118 :: 		
0x06AC	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,119 :: 		
0x06AE	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,120 :: 		
0x06B0	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,121 :: 		
0x06B2	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,122 :: 		
0x06B4	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,123 :: 		
0x06B6	0xD007      	BRA         $+16
;__Lib_Math.c,124 :: 		
0x06B8	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,125 :: 		
0x06BA	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,126 :: 		
0x06BC	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,127 :: 		
0x06BE	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,128 :: 		
0x06C0	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,129 :: 		
0x06C2	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,130 :: 		
0x06C4	0x90D8      	BCF         STATUS, 0, 0
;__Lib_Math.c,131 :: 		
0x06C6	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,132 :: 		
0x06C8	0x3601      	RLCF        R1, 1, 0
;__Lib_Math.c,133 :: 		
0x06CA	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,134 :: 		
0x06CC	0xD7EA      	BRA         $-42
;__Lib_Math.c,136 :: 		
L_end_Div_16X16_U:
0x06CE	0x0012      	RETURN      0
; end of _Div_16X16_U
_Delay_500us:
;__Lib_Delays.c,27 :: 		void Delay_500us() {
;__Lib_Delays.c,28 :: 		Delay_us(498);
0x06D0	0x0E04      	MOVLW       4
0x06D2	0x6E0C      	MOVWF       R12, 0
0x06D4	0x0E3A      	MOVLW       58
0x06D6	0x6E0D      	MOVWF       R13, 0
L_Delay_500us4:
0x06D8	0x2E0D      	DECFSZ      R13, 1, 0
0x06DA	0xD7FE      	BRA         L_Delay_500us4
0x06DC	0x2E0C      	DECFSZ      R12, 1, 0
0x06DE	0xD7FC      	BRA         L_Delay_500us4
0x06E0	0x0000      	NOP
;__Lib_Delays.c,29 :: 		}
L_end_Delay_500us:
0x06E2	0x0012      	RETURN      0
; end of _Delay_500us
_strcpy:
;__Lib_CString.c,126 :: 		
;__Lib_CString.c,129 :: 		
0x06E4	0xF004C06D  	MOVFF       FARG_strcpy_to, R4
0x06E8	0xF005C06E  	MOVFF       FARG_strcpy_to+1, R5
;__Lib_CString.c,130 :: 		
L_strcpy34:
0x06EC	0xF002C004  	MOVFF       R4, R2
0x06F0	0xF003C005  	MOVFF       R5, R3
0x06F4	0x4A04      	INFSNZ      R4, 1 
0x06F6	0x2A05      	INCF        R5, 1 
0x06F8	0xF000C06F  	MOVFF       FARG_strcpy_from, R0
0x06FC	0xF001C070  	MOVFF       FARG_strcpy_from+1, R1
0x0700	0x0100      	MOVLB       0
0x0702	0x4B6F      	INFSNZ      FARG_strcpy_from, 1, 1
0x0704	0x2B70      	INCF        FARG_strcpy_from+1, 1, 1
0x0706	0xFFE9C000  	MOVFF       R0, FSR0L
0x070A	0xFFEAC001  	MOVFF       R1, FSR0H
0x070E	0xFFE1C002  	MOVFF       R2, FSR1L
0x0712	0xFFE2C003  	MOVFF       R3, FSR1H
0x0716	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x071A	0xFFE9C002  	MOVFF       R2, FSR0L
0x071E	0xFFEAC003  	MOVFF       R3, FSR0H
0x0722	0x52EE      	MOVF        POSTINC0, 1 
0x0724	0xE001      	BZ          L_strcpy35
;__Lib_CString.c,131 :: 		
0x0726	0xD7E2      	BRA         L_strcpy34
L_strcpy35:
;__Lib_CString.c,132 :: 		
0x0728	0xF000C06D  	MOVFF       FARG_strcpy_to, R0
0x072C	0xF001C06E  	MOVFF       FARG_strcpy_to+1, R1
;__Lib_CString.c,133 :: 		
L_end_strcpy:
0x0730	0x0012      	RETURN      0
; end of _strcpy
_SETIOV3224:
;__Lib_MathDouble.c,530 :: 		
;__Lib_MathDouble.c,537 :: 		
0x0732	0x800B      	BSF         R11, 0, 0
;__Lib_MathDouble.c,538 :: 		
0x0734	0xAE0B      	BTFSS       R11, 7, 0
;__Lib_MathDouble.c,539 :: 		
0x0736	0xF003EFA5  	GOTO        SETIOV3224EEE
;__Lib_MathDouble.c,541 :: 		
0x073A	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,542 :: 		
0x073C	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,543 :: 		
0x073E	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,544 :: 		
0x0740	0x6E02      	MOVWF       R2, 0
;__Lib_MathDouble.c,545 :: 		
0x0742	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,546 :: 		
0x0744	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,547 :: 		
0x0746	0x360A      	RLCF        R10, 1, 0
;__Lib_MathDouble.c,548 :: 		
0x0748	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,549 :: 		
SETIOV3224EEE:
;__Lib_MathDouble.c,550 :: 		
0x074A	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,552 :: 		
L_end_SETIOV3224:
0x074C	0x0012      	RETURN      0
; end of _SETIOV3224
_LongWordToStr:
;__Lib_Conversions.c,258 :: 		
;__Lib_Conversions.c,261 :: 		
0x074E	0x0100      	MOVLB       0
0x0750	0x6B73      	CLRF        LongWordToStr_len_L0, 1
0x0752	0x6B74      	CLRF        LongWordToStr_len_L0+1, 1
L_LongWordToStr52:
0x0754	0x0E00      	MOVLW       0
0x0756	0x5D74      	SUBWF       LongWordToStr_len_L0+1, 0, 1
0x0758	0xE102      	BNZ         L__LongWordToStr174
0x075A	0x0E0A      	MOVLW       10
0x075C	0x5D73      	SUBWF       LongWordToStr_len_L0, 0, 1
L__LongWordToStr174:
0x075E	0xE20B      	BC          L_LongWordToStr53
;__Lib_Conversions.c,262 :: 		
0x0760	0x5173      	MOVF        LongWordToStr_len_L0, 0, 1
0x0762	0x2571      	ADDWF       FARG_LongWordToStr_output, 0, 1
0x0764	0x6EE1      	MOVWF       FSR1L 
0x0766	0x5174      	MOVF        LongWordToStr_len_L0+1, 0, 1
0x0768	0x2172      	ADDWFC      FARG_LongWordToStr_output+1, 0, 1
0x076A	0x6EE2      	MOVWF       FSR1H 
0x076C	0x0E20      	MOVLW       32
0x076E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_Conversions.c,261 :: 		
0x0770	0x4B73      	INFSNZ      LongWordToStr_len_L0, 1, 1
0x0772	0x2B74      	INCF        LongWordToStr_len_L0+1, 1, 1
;__Lib_Conversions.c,262 :: 		
0x0774	0xD7EF      	BRA         L_LongWordToStr52
L_LongWordToStr53:
;__Lib_Conversions.c,263 :: 		
0x0776	0x5173      	MOVF        LongWordToStr_len_L0, 0, 1
0x0778	0x2571      	ADDWF       FARG_LongWordToStr_output, 0, 1
0x077A	0x6EE1      	MOVWF       FSR1L 
0x077C	0x5174      	MOVF        LongWordToStr_len_L0+1, 0, 1
0x077E	0x2172      	ADDWFC      FARG_LongWordToStr_output+1, 0, 1
0x0780	0x6EE2      	MOVWF       FSR1H 
0x0782	0x6AE6      	CLRF        POSTINC1 
0x0784	0x0E01      	MOVLW       1
0x0786	0x5F73      	SUBWF       LongWordToStr_len_L0, 1, 1
0x0788	0x0E00      	MOVLW       0
0x078A	0x5B74      	SUBWFB      LongWordToStr_len_L0+1, 1, 1
;__Lib_Conversions.c,265 :: 		
L_LongWordToStr55:
;__Lib_Conversions.c,266 :: 		
0x078C	0x5173      	MOVF        LongWordToStr_len_L0, 0, 1
0x078E	0x2571      	ADDWF       FARG_LongWordToStr_output, 0, 1
0x0790	0x6F75      	MOVWF       FLOC__LongWordToStr, 1
0x0792	0x5174      	MOVF        LongWordToStr_len_L0+1, 0, 1
0x0794	0x2172      	ADDWFC      FARG_LongWordToStr_output+1, 0, 1
0x0796	0x6F76      	MOVWF       FLOC__LongWordToStr+1, 1
0x0798	0x0E0A      	MOVLW       10
0x079A	0x6E04      	MOVWF       R4 
0x079C	0x0E00      	MOVLW       0
0x079E	0x6E05      	MOVWF       R5 
0x07A0	0x6E06      	MOVWF       R6 
0x07A2	0x6E07      	MOVWF       R7 
0x07A4	0xF000C06D  	MOVFF       FARG_LongWordToStr_input, R0
0x07A8	0xF001C06E  	MOVFF       FARG_LongWordToStr_input+1, R1
0x07AC	0xF002C06F  	MOVFF       FARG_LongWordToStr_input+2, R2
0x07B0	0xF003C070  	MOVFF       FARG_LongWordToStr_input+3, R3
0x07B4	0xDC49      	RCALL       _Div_32x32_U
0x07B6	0xF000C008  	MOVFF       R8, R0
0x07BA	0xF001C009  	MOVFF       R9, R1
0x07BE	0xF002C00A  	MOVFF       R10, R2
0x07C2	0xF003C00B  	MOVFF       R11, R3
0x07C6	0x0E30      	MOVLW       48
0x07C8	0x2600      	ADDWF       R0, 1 
0x07CA	0xFFE1C075  	MOVFF       FLOC__LongWordToStr, FSR1L
0x07CE	0xFFE2C076  	MOVFF       FLOC__LongWordToStr+1, FSR1H
0x07D2	0xFFE6C000  	MOVFF       R0, POSTINC1
;__Lib_Conversions.c,267 :: 		
0x07D6	0x0E0A      	MOVLW       10
0x07D8	0x6E04      	MOVWF       R4 
0x07DA	0x0E00      	MOVLW       0
0x07DC	0x6E05      	MOVWF       R5 
0x07DE	0x6E06      	MOVWF       R6 
0x07E0	0x6E07      	MOVWF       R7 
0x07E2	0xF000C06D  	MOVFF       FARG_LongWordToStr_input, R0
0x07E6	0xF001C06E  	MOVFF       FARG_LongWordToStr_input+1, R1
0x07EA	0xF002C06F  	MOVFF       FARG_LongWordToStr_input+2, R2
0x07EE	0xF003C070  	MOVFF       FARG_LongWordToStr_input+3, R3
0x07F2	0xDC2A      	RCALL       _Div_32x32_U
0x07F4	0xF06DC000  	MOVFF       R0, FARG_LongWordToStr_input
0x07F8	0xF06EC001  	MOVFF       R1, FARG_LongWordToStr_input+1
0x07FC	0xF06FC002  	MOVFF       R2, FARG_LongWordToStr_input+2
0x0800	0xF070C003  	MOVFF       R3, FARG_LongWordToStr_input+3
;__Lib_Conversions.c,268 :: 		
0x0804	0x0E00      	MOVLW       0
0x0806	0x6E04      	MOVWF       R4 
0x0808	0x1803      	XORWF       R3, 0 
0x080A	0xE108      	BNZ         L__LongWordToStr175
0x080C	0x5004      	MOVF        R4, 0 
0x080E	0x1802      	XORWF       R2, 0 
0x0810	0xE105      	BNZ         L__LongWordToStr175
0x0812	0x5004      	MOVF        R4, 0 
0x0814	0x1801      	XORWF       R1, 0 
0x0816	0xE102      	BNZ         L__LongWordToStr175
0x0818	0x5000      	MOVF        R0, 0 
0x081A	0x0A00      	XORLW       0
L__LongWordToStr175:
0x081C	0xE101      	BNZ         L_LongWordToStr57
;__Lib_Conversions.c,269 :: 		
0x081E	0xD005      	BRA         L_LongWordToStr56
L_LongWordToStr57:
;__Lib_Conversions.c,270 :: 		
0x0820	0x0E01      	MOVLW       1
0x0822	0x5F73      	SUBWF       LongWordToStr_len_L0, 1, 1
0x0824	0x0E00      	MOVLW       0
0x0826	0x5B74      	SUBWFB      LongWordToStr_len_L0+1, 1, 1
;__Lib_Conversions.c,271 :: 		
0x0828	0xD7B1      	BRA         L_LongWordToStr55
L_LongWordToStr56:
;__Lib_Conversions.c,272 :: 		
L_end_LongWordToStr:
0x082A	0x0012      	RETURN      0
; end of _LongWordToStr
_NRM3232:
;__Lib_MathDouble.c,455 :: 		
;__Lib_MathDouble.c,463 :: 		
0x082C	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,464 :: 		
0x082E	0x6A0E      	CLRF        R14, 0
;__Lib_MathDouble.c,465 :: 		
0x0830	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,466 :: 		
0x0832	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,467 :: 		
0x0834	0xF004EF2F  	GOTO        NORM3232
;__Lib_MathDouble.c,468 :: 		
0x0838	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,469 :: 		
0x083C	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,470 :: 		
0x0840	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,471 :: 		
0x0842	0x860E      	BSF         R14, 3, 0
;__Lib_MathDouble.c,473 :: 		
0x0844	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,474 :: 		
0x0846	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,475 :: 		
0x0848	0xF004EF2F  	GOTO        NORM3232
;__Lib_MathDouble.c,476 :: 		
0x084C	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,477 :: 		
0x0850	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,478 :: 		
0x0852	0x960E      	BCF         R14, 3, 0
;__Lib_MathDouble.c,479 :: 		
0x0854	0x880E      	BSF         R14, 4, 0
;__Lib_MathDouble.c,481 :: 		
0x0856	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,482 :: 		
0x0858	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,483 :: 		
0x085A	0xF004EF41  	GOTO        JPNRES032
;__Lib_MathDouble.c,484 :: 		
NORM3232:
;__Lib_MathDouble.c,485 :: 		
0x085E	0x500E      	MOVF        R14, 0, 0
;__Lib_MathDouble.c,486 :: 		
0x0860	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,487 :: 		
0x0862	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,488 :: 		
0x0864	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,489 :: 		
0x0866	0xF004EF46  	GOTO        JPNSETFUN32
;__Lib_MathDouble.c,490 :: 		
0x086A	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,491 :: 		
NORM3232A:
;__Lib_MathDouble.c,492 :: 		
0x086C	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,493 :: 		
0x086E	0xF004EF4B  	GOTO        JMPNFIXSIGN32
;__Lib_MathDouble.c,494 :: 		
0x0872	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,495 :: 		
0x0874	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,496 :: 		
0x0876	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,497 :: 		
0x0878	0x2E03      	DECFSZ      R3, 1, 0
;__Lib_MathDouble.c,498 :: 		
0x087A	0xF004EF36  	GOTO        NORM3232A
;__Lib_MathDouble.c,499 :: 		
0x087E	0xF004EF46  	GOTO        JPNSETFUN32
;__Lib_MathDouble.c,500 :: 		
JPNRES032:
;__Lib_MathDouble.c,501 :: 		
0x0882	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,502 :: 		
0x0884	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,504 :: 		
0x0886	0xDDA1      	RCALL       _RES032
;__Lib_MathDouble.c,506 :: 		
0x0888	0xF004EF4E  	GOTO        NORM32EEE
;__Lib_MathDouble.c,507 :: 		
JPNSETFUN32:
